contentid,contenttypeid,roomcode,roomtitle,roomsize1,roomcount,roombasecount,roommaxcount,roomoffseasonminfee1,roomoffseasonminfee2,roompeakseasonminfee1,roompeakseasonminfee2,roomintro,roombathfacility,roombath,roomhometheater,roomaircondition,roomtv,roompc,roomcable,roominternet,roomrefrigerator,roomtoiletries,roomsofa,roomcook,roomtable,roomhairdryer,roomsize2,roomimg1,roomimg1alt,cpyrhtDivCd1,roomimg2,roomimg2alt,cpyrhtDivCd2,roomimg3,roomimg3alt,cpyrhtDivCd3,roomimg4,roomimg4alt,cpyrhtDivCd4,roomimg5,roomimg5alt,cpyrhtDivCd5
139916,32,,들국화,20,1,4,6,130000,150000,0,0,"※ 객실 가격 전화문의 요망<br/>※ 위 정보는 2024년 09월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,Y,,Y,,,Y,Y,Y,66,,,,,,,,,,,,,,,
139916,32,,"참나무, 민들레",15,2,2,2,80000,100000,0,0,"※ 객실 가격 전화문의 요망<br/>※ 위 정보는 2024년 09월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,Y,,Y,,,Y,Y,Y,52,,,,,,,,,,,,,,,
139916,32,,잣나무,25,1,6,8,250000,280000,0,0,"※ 객실 가격 전화문의 요망<br/>※ 위 정보는 2024년 09월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,Y,,Y,,Y,Y,Y,Y,82,,,,,,,,,,,,,,,
139916,32,,꽃잔디,26,1,6,10,220000,250000,0,0,"※ 객실 가격 전화문의 요망<br/>※ 위 정보는 2024년 09월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,Y,,Y,,,Y,Y,Y,89,,,,,,,,,,,,,,,
139916,32,,개나리,12,1,2,4,100000,120000,0,0,"※ 객실 가격 전화문의 요망<br/>※ 위 정보는 2024년 09월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,Y,,Y,,,Y,Y,Y,42,,,,,,,,,,,,,,,
139916,32,,원추리,12,1,2,4,90000,110000,0,0,"※ 객실 가격 전화문의 요망<br/>※ 위 정보는 2024년 09월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,Y,,Y,,,Y,Y,Y,39,,,,,,,,,,,,,,,
2594495,32,,주니어 스위트,21,0,4,5,270000,270000,270000,320000,,Y,,,Y,Y,,Y,Y,Y,Y,,,Y,Y,70,,,,,,,,,,,,,,,
2594495,32,,디럭스 트윈,16,0,2,3,250000,250000,250000,270000,,Y,,,Y,Y,,Y,Y,Y,Y,,,Y,Y,55,,,,,,,,,,,,,,,
2594495,32,,스탠다드 더블,12,0,2,3,200000,200000,200000,240000,,Y,,,Y,Y,,Y,Y,Y,Y,,,Y,Y,40,,,,,,,,,,,,,,,
2594495,32,,펜트하우스,27,0,2,6,500000,500000,500000,650000,,Y,,,Y,Y,,Y,Y,Y,Y,,,Y,Y,90,http://tong.visitkorea.or.kr/cms/resource/93/2594493_image2_1.jpg,[충남 보령] 데이나이스호텔 펜트하우스 1,Type3,,,,,,,,,,,,
2594928,32,49910,레지던스 슈페리어 더블 룸,6,0,2,2,270000,270000,300000,300000,,Y,,,Y,Y,,Y,Y,Y,,,Y,Y,Y,21.9,,,,,,,,,,,,,,,
2594928,32,49911,레지던스 디럭스 트윈,9,0,2,2,310000,310000,340000,340000,,Y,,,Y,Y,,Y,Y,Y,,,Y,Y,Y,32.3,,,,,,,,,,,,,,,
2594928,32,49912,레지던스 디럭스 패밀리 트윈,12,0,2,3,350000,350000,380000,380000,,Y,,,Y,Y,,Y,Y,,,Y,Y,Y,Y,40.3,,,,,,,,,,,,,,,
2594928,32,49913,데이즈 패밀리 스위트,13,0,3,4,490000,490000,520000,520000,,Y,,,Y,Y,,Y,Y,,,Y,Y,Y,Y,46,,,,,,,,,,,,,,,
2801593,32,,201호 101A호 102A호,0,3,2,4,130000,150000,200000,200000,"단층 / 개별화장실보유, 취사가능 / WIFI 가능, 식탁, 카페 이용
※ 위 정보는 2024년 07월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,Y,,,Y,Y,,Y,Y,Y,0,,,,,,,,,,,,,,,
2801593,32,,101호 102호 104호 105호,0,4,2,3,110000,130000,180000,180000,"복층 / 개별화장실보유, 취사가능 / WIFI 가능, 식탁, 카페 이용
※ 위 정보는 2024년 07월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,Y,,,Y,Y,,Y,Y,Y,0,,,,,,,,,,,,,,,
2801593,32,,103호,0,1,2,3,110000,130000,180000,180000,"단층 / 개별화장실보유, 취사가능 / WIFI 가능, 식탁, 카페 이용
※ 위 정보는 2024년 07월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,Y,,,Y,Y,,Y,Y,Y,0,,,,,,,,,,,,,,,
2918709,32,56853,DELUXE DOUBLE,0,0,2,2,60000,80000,70000,90000,"※ 오리털 100% 침구
※ 무료 wi-fi",Y,Y,,Y,Y,,Y,Y,Y,Y,,,Y,Y,0,,,,,,,,,,,,,,,
2918709,32,56863,DELUXE AUEEN (한옥뷰),0,0,2,2,70000,90000,90000,100000,"※ 오리털 100% 침구
※ 무료 wi-fi",Y,Y,,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,0,,,,,,,,,,,,,,,
2918709,32,56869,DELUXE BUSINESS TWIN,0,0,2,2,80000,110000,80000,110000,"※ 오리털 100% 침구
※ 무료 wi-fi",Y,Y,,Y,Y,,Y,Y,Y,Y,,,Y,Y,0,,,,,,,,,,,,,,,
2918709,32,56870,DONO ORIENTAL SUITE,0,0,2,2,100000,130000,100000,150000,"※ 오리털 100% 침구, 테라스
※ 스타일러, 다도세트, 무료 wi-fi",,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
2918709,32,56876,FAMILY SUITE,0,0,4,4,100000,150000,100000,150000,"※ 오리털 100% 침구, 2층 침대
※ 무료 wi-fi",Y,Y,,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,0,,,,,,,,,,,,,,,
2918709,32,56881,PREMIUM BUSINESS A,0,0,2,2,80000,100000,80000,110000,"※ 오리털 100% 침구
※ 무료 wi-fi",Y,Y,,Y,Y,,Y,Y,Y,Y,,,Y,Y,0,,,,,,,,,,,,,,,
2918709,32,56883,PREMIUM BUSINESSB B,0,0,2,2,80000,100000,80000,110000,"※ 오리털 100% 침구
※ 안마의자, 무료 wi-fi",Y,Y,,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,0,,,,,,,,,,,,,,,
3102091,32,,도담 독채,25,1,6,12,270000,350000,270000,420000,"실내에는 주방, 거실 그리고 방 3개 및 화장실 2개가 있으며, 야외에서 바비큐를 즐기실 수 있는 넓은 마당과 누마루가 있는 아름다운 전통 한옥 펜션입니다.",Y,,,Y,Y,,Y,Y,Y,Y,Y,,Y,Y,83.4,,,,,,,,,,,,,,,
3102104,32,,독채,28,1,2,6,240000,300000,280000,340000,,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,93.8,,,,,,,,,,,,,,,
2576005,32,51237,12평형(침대),12,2,2,2,70000,100000,150000,150000,"※ 위 정보는 2024년 05월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,Y,,Y,,,Y,Y,Y,39,,,,,,,,,,,,,,,
2576005,32,51238,12평형(온돌),12,3,2,3,70000,100000,150000,150000,"※ 위 정보는 2024년 05월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,Y,,Y,,,Y,Y,Y,39,,,,,,,,,,,,,,,
2576005,32,51239,17평형(온돌),17,2,4,5,100000,130000,200000,200000,"※ 위 정보는 2024년 05월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,Y,,Y,,,Y,Y,Y,56,,,,,,,,,,,,,,,
2576005,32,51240,20평형(복층형 온돌),20,4,6,7,130000,150000,250000,250000,"※ 위 정보는 2024년 05월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,Y,,Y,,,Y,Y,Y,66,,,,,,,,,,,,,,,
2622935,32,58573,로얄스위트룸,35,1,4,10,153000,175000,0,0,"※ 위 정보는 2023년 11월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,,,Y,Y,,Y,,Y,115,,,,,,,,,,,,,,,
2622935,32,58574,스위트룸,25,1,4,6,123000,133000,0,0,"※ 위 정보는 2023년 11월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,,,Y,Y,,Y,,Y,82,,,,,,,,,,,,,,,
2622935,32,58575,더블룸,15,1,2,4,55000,63000,0,0,"※ 위 정보는 2023년 11월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,,,Y,Y,,Y,,Y,49,,,,,,,,,,,,,,,
2350029,32,,별채,7,0,2,4,150000,170000,0,0,,,,,Y,Y,,Y,Y,Y,Y,,Y,Y,Y,23.1,http://tong.visitkorea.or.kr/cms/resource/30/2575430_image2_1.jpg,전남나주_도래미_별채1,Type3,http://tong.visitkorea.or.kr/cms/resource/32/2575432_image2_1.jpg,전남나주_도래미_별채2,Type3,http://tong.visitkorea.or.kr/cms/resource/37/2575437_image2_1.jpg,전남나주_도래미_별채3,Type3,http://tong.visitkorea.or.kr/cms/resource/41/2575441_image2_1.jpg,전남나주_도래미_별채4,Type3,,,
2350029,32,,본채,25,0,3,8,200000,200000,0,0,,,,,Y,Y,,Y,,Y,Y,,Y,Y,Y,82.6,http://tong.visitkorea.or.kr/cms/resource/43/2575443_image2_1.jpg,전남나주_도래미_본채1,Type3,http://tong.visitkorea.or.kr/cms/resource/44/2575444_image2_1.jpg,전남나주_도래미_본채2,Type3,http://tong.visitkorea.or.kr/cms/resource/45/2575445_image2_1.jpg,전남나주_도래미_본채3,Type3,http://tong.visitkorea.or.kr/cms/resource/48/2575448_image2_1.jpg,전남나주_도래미_본채4,Type3,,,
2350029,32,,사랑채,15,0,4,8,220000,250000,0,0,,,,,Y,Y,,Y,Y,Y,Y,,Y,Y,Y,49.5,http://tong.visitkorea.or.kr/cms/resource/49/2575449_image2_1.jpg,전남나주_도래미_사랑채1,Type3,http://tong.visitkorea.or.kr/cms/resource/51/2575451_image2_1.jpg,전남나주_도래미_사랑채2,Type3,http://tong.visitkorea.or.kr/cms/resource/52/2575452_image2_1.jpg,전남나주_도래미_사랑채3,Type3,http://tong.visitkorea.or.kr/cms/resource/53/2575453_image2_1.jpg,전남나주_도래미_사랑채4,Type3,,,
3101929,32,,독채,32,1,5,5,0,0,0,0,"프라이빗, 영화세트장, TV방영집",Y,,,Y,Y,,Y,Y,Y,Y,,Y,Y,Y,105.8,,,,,,,,,,,,,,,
2578536,32,52814,스탠다드 더블,14,8,2,4,90000,130000,280000,280000,※ 객실 가격 전화문의 요망,Y,Y,,Y,Y,,Y,Y,Y,,Y,,Y,Y,46,,,,,,,,,,,,,,,
2578536,32,52815,디럭스 더블,15,8,2,4,100000,140000,300000,300000,※ 객실 가격 전화문의 요망,Y,Y,,Y,Y,,Y,Y,Y,,Y,,Y,Y,49,,,,,,,,,,,,,,,
2578536,32,52816,디럭스 트윈,15,8,4,4,120000,160000,320000,320000,※ 객실 가격 전화문의 요망,Y,Y,,Y,Y,,Y,Y,Y,,Y,,Y,Y,49,,,,,,,,,,,,,,,
2578536,32,52817,스위트,22,3,4,6,150000,190000,350000,350000,※ 객실 가격 전화문의 요망,Y,Y,,Y,Y,,Y,Y,Y,,Y,,Y,Y,72,,,,,,,,,,,,,,,
2578536,32,52818,본관 온돌,22,9,4,6,100000,140000,300000,300000,※ 객실 가격 전화문의 요망,Y,Y,,Y,Y,,Y,Y,Y,,Y,,Y,Y,72,,,,,,,,,,,,,,,
2578536,32,52819,별관 온돌,18,6,4,6,100000,140000,300000,300000,※ 객실 가격 전화문의 요망,Y,Y,,Y,Y,,Y,Y,Y,,Y,,Y,Y,59,,,,,,,,,,,,,,,
625851,32,19598,다래동,26,1,7,10,170000,240000,280000,280000,※ 객실 가격 전화문의 요망,Y,,,,Y,,,,Y,Y,,Y,Y,,85,,,,,,,,,,,,,,,
625851,32,19599,신배동 : 한빛방 / 한샘방,8,2,2,4,70000,80000,150000,150000,※ 객실 가격 전화문의 요망,Y,,,,Y,,,,Y,Y,,Y,Y,,26,,,,,,,,,,,,,,,
625851,32,19601,오디동 / 단풍동,12,2,3,5,90000,100000,160000,160000,※ 객실 가격 전화문의 요망,Y,,,,Y,,,,Y,Y,,Y,Y,,39,,,,,,,,,,,,,,,
625851,32,19608,사랑동 / 소망동 / 믿음동,14,3,3,6,100000,110000,170000,170000,※ 객실 가격 전화문의 요망,Y,,,,Y,,,,,Y,,Y,Y,,46,,,,,,,,,,,,,,,
696845,32,35367,해송2호 / 목련2호 ,9,2,2,4,130000,150000,0,0,"※ 위 정보는 2021년 10월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,Y,,Y,,,Y,Y,,29,,,,,,,,,,,,,,,
696845,32,35368,해송1호 / 매화1호 / 참등 1호 / 송학1호 / 목련1호 / 산수 2호,8,6,2,2,80000,100000,0,0,"※ 위 정보는 2021년 10월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,Y,,Y,,,Y,Y,,26,,,,,,,,,,,,,,,
696845,32,35369,"황토1,2호/산수2호",10,2,2,4,200000,250000,0,0,"※ 위 정보는 2021년 10월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,Y,,Y,,,Y,Y,,33,,,,,,,,,,,,,,,
696845,32,50827,참등2호 ,9,1,2,6,130000,150000,0,0,"※ 위 정보는 2021년 10월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,Y,,Y,,,Y,Y,,29,,,,,,,,,,,,,,,
2637776,32,50694,동재,13,0,2,4,150000,150000,150000,150000,,,,,Y,Y,,,,,,,,,,43,,,,,,,,,,,,,,,
2637776,32,50695,서재,13,0,2,4,150000,150000,150000,150000,,,,,Y,Y,,,,,,,,,,43,,,,,,,,,,,,,,,
2637776,32,50696,강당,25,0,6,10,300000,300000,300000,300000,,,,,,,,,,,,,,,,83,,,,,,,,,,,,,,,
2637776,32,50697,읍호정,15,0,2,3,200000,200000,200000,200000,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,
2621853,32,51574,디럭스,0,0,2,3,130000,140000,180000,180000,,Y,,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,0,,,,,,,,,,,,,,,
2621853,32,51575,디럭스 스파,0,0,2,3,160000,170000,210000,210000,,Y,Y,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,0,,,,,,,,,,,,,,,
2621853,32,51576,스위트 스파,0,0,2,4,190000,200000,240000,240000,,Y,Y,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,0,,,,,,,,,,,,,,,
2621853,32,51577,프리미엄 스파,0,0,2,4,210000,220000,260000,260000,,Y,Y,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,0,,,,,,,,,,,,,,,
2621853,32,51578,패밀리 스파,0,0,4,6,250000,260000,300000,300000,,Y,Y,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,0,,,,,,,,,,,,,,,
2759968,32,54510,102호,16,0,6,10,160000,160000,200000,200000,"※ 위 정보는 2022년 12월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,
2759968,32,54509,202호,10,0,2,4,100000,100000,120000,120000,"※ 위 정보는 2022년 12월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,
2759968,32,54508,"301호, 204호, 103호",10,0,4,6,100000,100000,120000,120000,"※ 위 정보는 2022년 12월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,
2017735,32,43993,무소,0,1,4,4,220000,230000,0,0,※ 객실 가격 전화문의 요망,Y,,,Y,Y,,,,Y,,,Y,Y,,0,,,,,,,,,,,,,,,
2017735,32,43998,비둘기방,0,1,2,2,120000,130000,0,0,※ 객실 가격 전화문의 요망,Y,,,Y,Y,,,,Y,,,Y,Y,,0,,,,,,,,,,,,,,,
2017735,32,43999,노루방/담비방,0,1,2,2,100000,110000,0,0,※ 객실 가격 전화문의 요망,Y,,,Y,Y,,,,Y,,,Y,Y,,0,,,,,,,,,,,,,,,
2017735,32,44001,고라니,0,1,4,4,180000,190000,0,0,※ 객실 가격 전화문의 요망,Y,,,Y,Y,,,,Y,,Y,Y,Y,,0,,,,,,,,,,,,,,,
2017735,32,45762,고양이방,0,1,2,4,130000,140000,0,0,※ 객실 가격 전화문의 요망,Y,,,Y,Y,,,,,,Y,Y,Y,,0,,,,,,,,,,,,,,,
2017735,32,49049,자라방,0,1,4,6,140000,150000,0,0,※ 객실 가격 전화문의 요망,Y,,,Y,Y,,,,Y,,,Y,Y,,0,,,,,,,,,,,,,,,
2017735,32,49050,돼지방,0,1,4,6,120000,130000,0,0,※ 객실 가격 전화문의 요망,Y,,,Y,Y,,,,Y,,,Y,Y,,0,,,,,,,,,,,,,,,
2017735,32,58245,수달방,0,1,2,2,80000,90000,0,0,※ 객실 가격 전화문의 요망,Y,,,Y,Y,,,,Y,,,Y,Y,,0,,,,,,,,,,,,,,,
2017735,32,58246,악어새,0,1,4,4,160000,170000,0,0,※ 객실 가격 전화문의 요망,Y,,,Y,Y,,,,Y,,Y,Y,Y,,0,,,,,,,,,,,,,,,
2801405,32,,비로용담/물봉선/금낭화/하늘말나리,10,4,2,2,80000,100000,0,0,"※ 위 정보는 2024년 07월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
",,,,Y,,,,Y,Y,,Y,Y,Y,Y,33,,,,,,,,,,,,,,,
2801405,32,,얼레지,8,1,2,2,70000,90000,0,0,"※ 위 정보는 2024년 07월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
",,,,Y,,,,Y,Y,,Y,Y,Y,Y,26,,,,,,,,,,,,,,,
2801405,32,,수수꽃다리,17,0,4,4,100000,120000,0,0,"※ 위 정보는 2024년 07월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
",,,,Y,,,,Y,Y,,Y,Y,Y,Y,56,,,,,,,,,,,,,,,
2801405,32,,섬초롱,15,1,4,4,110000,130000,0,0,"※ 위 정보는 2024년 07월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
",Y,,,Y,Y,,,Y,Y,Y,,Y,Y,Y,49,,,,,,,,,,,,,,,
609076,32,33608,일반실,0,0,2,0,60000,60000,0,0,"※ 객실 가격 전화문의 요망<br/>※ 위 정보는 2021년 12월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,Y,Y,Y,Y,,,,,0,,,,,,,,,,,,,,,
609076,32,6632,트윈실,0,0,2,0,50000,70000,0,0,"※ 객실 가격 전화문의 요망<br/>※ 위 정보는 2021년 12월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,Y,,Y,Y,,,,,0,http://tong.visitkorea.or.kr/cms/resource/90/616290_image2_1.jpg,돌핀스모텔_03,Type3,http://tong.visitkorea.or.kr/cms/resource/87/616287_image2_1.jpg,돌핀스모텔_01,Type3,,,,,,,,,
609076,32,51784,온돌실,0,0,2,0,50000,60000,0,0,"※ 객실 가격 전화문의 요망<br/>※ 위 정보는 2021년 12월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,Y,,Y,Y,,,,,0,,,,,,,,,,,,,,,
609076,32,55272,특실,0,0,2,0,60000,70000,0,0,"※ 객실 가격 전화문의 요망<br/>※ 위 정보는 2021년 12월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,Y,Y,Y,Y,,,,,0,,,,,,,,,,,,,,,
138384,32,15440,[별관] 초롱꽃(※1인 기준),6,1,1,2,50000,70000,130000,130000,"※ 위 정보는 2024년 06월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,Y,,Y,,,Y,Y,Y,20,,,,,,,,,,,,,,,
138384,32,15441,[별관] 접시꽃,10,1,2,3,70000,100000,150000,150000,"※ 위 정보는 2024년 06월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,Y,,Y,,,Y,Y,Y,33,,,,,,,,,,,,,,,
138384,32,15434,[본관] 에델바이스,40,1,8,10,280000,350000,400000,400000,"※ 위 정보는 2024년 06월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,Y,,Y,,Y,Y,Y,Y,132,,,,,,,,,,,,,,,
138384,32,15435,[본관] 민들레/금낭화,10,2,2,2,70000,100000,150000,150000,"※ 위 정보는 2024년 06월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,Y,,Y,,,Y,Y,Y,33,,,,,,,,,,,,,,,
138384,32,15437,[본관] 산수유,12,1,2,3,80000,110000,150000,150000,"※ 위 정보는 2024년 06월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,Y,,Y,,,Y,Y,,40,,,,,,,,,,,,,,,
138384,32,15439,[본관] 물매화,20,1,4,6,150000,200000,250000,250000,"※ 위 정보는 2024년 06월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,Y,,Y,,,Y,Y,Y,66,,,,,,,,,,,,,,,
138384,32,15433,[본관] 해란초,30,1,6,8,200000,250000,300000,300000,"※ 위 정보는 2024년 06월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,Y,,Y,,Y,Y,Y,Y,99,,,,,,,,,,,,,,,
138384,32,31614,신관2층,100,0,30,40,700000,1000000,1200000,1200000,"※ 위 정보는 2024년 06월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,Y,,,,,Y,Y,Y,330,,,,,,,,,,,,,,,
138384,32,31616,신관1층,85,1,20,25,600000,800000,1000000,1000000,"※ 위 정보는 2024년 06월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,Y,,Y,,Y,Y,Y,Y,280,,,,,,,,,,,,,,,
1991092,32,,패밀리,15,0,4,0,0,0,0,0,※ 객실 가격은 전화문의 요망,Y,,,Y,Y,,Y,Y,Y,,Y,Y,Y,Y,49.85,http://tong.visitkorea.or.kr/cms/resource/11/2751011_image2_1.jpg,동강시스타 리조트 패밀리 (1),Type3,,,,,,,,,,,,
1991092,32,,로얄스위트B,46,0,7,0,0,0,0,0,※ 객실 가격은 전화문의 요망,Y,,,Y,Y,,Y,Y,Y,,Y,Y,Y,Y,151,http://tong.visitkorea.or.kr/cms/resource/98/2750998_image2_1.jpg,동강시스타 리조트 로얄스위트B (1),Type3,,,,,,,,,,,,
1991092,32,,패밀리+,24,0,4,0,0,0,0,0,※ 객실 가격은 전화문의 요망,Y,,,Y,Y,,Y,Y,Y,,Y,Y,Y,Y,79,http://tong.visitkorea.or.kr/cms/resource/23/2751023_image2_1.jpg,동강시스타 리조트 패밀리+ (2),Type3,http://tong.visitkorea.or.kr/cms/resource/22/2751022_image2_1.jpg,동강시스타 리조트 패밀리+ (4),Type3,http://tong.visitkorea.or.kr/cms/resource/21/2751021_image2_1.jpg,동강시스타 리조트 패밀리+ (1),Type3,http://tong.visitkorea.or.kr/cms/resource/20/2751020_image2_1.jpg,동강시스타 리조트 패밀리+ (3),Type3,,,
1991092,32,,스위트B,39,0,6,0,0,0,0,0,※ 객실 가격은 전화문의 요망,Y,,,Y,Y,,Y,Y,Y,,Y,Y,Y,Y,128,http://tong.visitkorea.or.kr/cms/resource/03/2751003_image2_1.jpg,동강시스타 리조트 스위트B (1),Type3,http://tong.visitkorea.or.kr/cms/resource/09/2751009_image2_1.jpg,동강시스타 리조트 스위트B (3),Type3,http://tong.visitkorea.or.kr/cms/resource/01/2751001_image2_1.jpg,동강시스타 리조트 스위트B (2),Type3,,,,,,
